GeneID,Name
LOC115926874,5S ribosomal RNA
LOC115926898,5S ribosomal RNA
LOC115926965,5S ribosomal RNA
LOC115927086,5S ribosomal RNA
LOC115927118,5S ribosomal RNA
LOC115927163,5S ribosomal RNA
LOC115927187,5S ribosomal RNA
LOC115927209,5S ribosomal RNA
LOC115927232,5S ribosomal RNA
LOC115927249,5S ribosomal RNA
LOC115927262,5S ribosomal RNA
LOC115927276,5S ribosomal RNA
LOC115927299,5S ribosomal RNA
LOC115927366,5S ribosomal RNA
LOC115927403,5S ribosomal RNA
LOC115927417,5S ribosomal RNA
LOC115927443,5S ribosomal RNA
LOC115927457,5S ribosomal RNA
LOC115927481,5S ribosomal RNA
LOC115927503,5S ribosomal RNA
LOC115927529,5S ribosomal RNA
LOC115927560,5S ribosomal RNA
LOC115927588,5S ribosomal RNA
LOC115927648,5S ribosomal RNA
LOC115927673,5S ribosomal RNA
LOC115927702,5S ribosomal RNA
LOC115927721,5S ribosomal RNA
LOC115927747,5S ribosomal RNA
LOC115927780,5S ribosomal RNA
LOC115927844,5S ribosomal RNA
LOC115927857,5S ribosomal RNA
LOC115927883,5S ribosomal RNA
LOC115927907,5S ribosomal RNA
LOC115927958,5S ribosomal RNA
LOC115927980,5S ribosomal RNA
LOC115927997,5S ribosomal RNA
LOC115928013,5S ribosomal RNA
LOC115928035,5S ribosomal RNA
LOC115928048,5S ribosomal RNA
LOC115928062,5S ribosomal RNA
LOC115928075,5S ribosomal RNA
LOC115928562,5S ribosomal RNA
LOC115928310,5S ribosomal RNA
LOC115928090,5S ribosomal RNA
LOC115928115,5S ribosomal RNA
LOC115928154,5S ribosomal RNA
LOC115928171,5S ribosomal RNA
LOC115928191,5S ribosomal RNA
LOC115928209,5S ribosomal RNA
LOC115928441,5S ribosomal RNA
LOC115928231,5S ribosomal RNA
LOC115928330,5S ribosomal RNA
LOC115928245,5S ribosomal RNA
LOC115928262,5S ribosomal RNA
LOC115928292,5S ribosomal RNA
LOC115928479,5S ribosomal RNA
LOC115929459,inositol hexakisphosphate kinase 2-like
LOC115929505,proton-coupled folate transporter-like
LOC115929525,uncharacterized LOC115929525
LOC115929689,sushi domain-containing protein 2-like
TRNAM-CAU,transfer RNA methionine (anticodon CAU)
LOC115929724,uncharacterized LOC115929724
LOC115929735,uncharacterized LOC115929735
LOC115917939,"transcription termination factor 4, mitochondrial-like"
LOC115929897,synergin gamma-like
LOC105440573,uncharacterized LOC105440573
LOC105442619,uncharacterized LOC105442619
LOC115929940,uncharacterized LOC115929940
LOC115930047,uncharacterized LOC115930047
LOC762437,hyalin
LOC115930057,uncharacterized LOC115930057
LOC115919123,uncharacterized LOC115919123
LOC105442487,uncharacterized LOC105442487
LOC115919175,uncharacterized LOC115919175
LOC115919157,uncharacterized LOC115919157
LOC105441739,uncharacterized LOC105441739
LOC115919209,uncharacterized LOC115919209
LOC105445258,uncharacterized LOC105445258
LOC105442637,uncharacterized LOC105442637
LOC115919376,uncharacterized LOC115919376
LOC115919391,uncharacterized LOC115919391
LOC115919412,uncharacterized LOC115919412
LOC115919429,short-chain collagen C4-like
LOC590073,fibrinogen C domain-containing protein 1-like
LOC115919471,receptor-type tyrosine-protein phosphatase delta-like
LOC105438255,uncharacterized LOC105438255
fbxo16,F-box protein 16
LOC105441119,uncharacterized LOC105441119
LOC100893769,uncharacterized LOC100893769
LOC105440506,uncharacterized LOC105440506
LOC100893710,uncharacterized LOC100893710
LOC577919,peptidyl-prolyl cis-trans isomerase B
LOC105447261,uncharacterized LOC105447261
LOC115919809,G-protein coupled receptor moody-like
LOC105444719,protein DPCD-like
LOC115919827,ATP-dependent RNA helicase DBP8-like
LOC115919849,uncharacterized LOC115919849
LOC115919860,uncharacterized LOC115919860
LOC100893445,non-specific lipid-transfer protein
LOC590065,uncharacterized protein C5orf34 homolog
LOC592123,phosphoinositide 3-kinase regulatory subunit 4
LOC115920010,ankyrin repeat and protein kinase domain-containing protein 1-like
LOC764615,annexin A7
LOC105442748,uncharacterized LOC105442748
LOC115920155,uncharacterized LOC115920155
LOC115920184,synaptonemal complex protein 2-like
LOC115920172,uncharacterized LOC115920172
LOC594069,DNA helicase B
LOC594088,uncharacterized protein C6orf203 homolog
LOC115920224,vacuolar protein sorting-associated protein 13-like
LOC115920246,uncharacterized LOC115920246
LOC115920268,uncharacterized LOC115920268
LOC115920362,toll-like receptor 13
LOC578987,toll-like receptor 13
LOC115920326,uncharacterized LOC115920326
LOC575936,uncharacterized LOC575936
LOC589241,toll-like receptor 3
LOC115920414,uncharacterized LOC115920414
LOC115920495,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC115920540,uncharacterized LOC115920540
LOC115920521,uncharacterized LOC115920521
LOC115920556,uncharacterized LOC115920556
LOC115920567,uncharacterized LOC115920567
LOC115920579,L-asparaginase-like
LOC574978,ALK tyrosine kinase receptor
LOC100888957,mucin-5AC
LOC584759,hyalin
LOC578739,uncharacterized LOC578739
LOC578867,tubulin monoglycylase TTLL3
LOC582914,voltage-dependent P/Q-type calcium channel subunit alpha-1A
dnajc17,DnaJ heat shock protein family (Hsp40) member C17
LOC586284,uncharacterized LOC586284
LOC752295,uncharacterized LOC752295
LOC115920873,uncharacterized LOC115920873
LOC754881,G-protein coupled receptor GRL101
LOC105441519,uncharacterized LOC105441519
LOC115920894,uncharacterized LOC115920894
LOC115920877,uncharacterized LOC115920877
LOC115920884,uncharacterized LOC115920884
LOC115920886,uncharacterized LOC115920886
gpatch1,G-patch domain containing 1
LOC105442155,uncharacterized LOC105442155
LOC115920920,uncharacterized LOC115920920
LOC115920921,uncharacterized LOC115920921
LOC752075,hyalin
LOC575580,"enoyl-CoA delta isomerase 2, mitochondrial"
LOC115920926,caveolin-1-like
LOC574788,"enoyl-CoA delta isomerase 2, mitochondrial"
LOC575780,HAUS augmin-like complex subunit 4
LOC575845,cyclic nucleotide-binding domain-containing protein 1
LOC115920953,probable RNA polymerase II nuclear localization protein SLC7A6OS
LOC115920960,neurotrypsin-like
LOC586707,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
LOC105439926,transmembrane protein 42-like
LOC115920964,calcium-transporting ATPase type 2C member 1-like
LOC577794,N-terminal EF-hand calcium-binding protein 1
LOC105439929,borealin
LOC115918423,probable ribonuclease ZC3H12C
LOC579102,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
LOC100889470,uncharacterized LOC100889470
LOC100889391,PRELI domain containing protein 3B
LOC579151,deleted in malignant brain tumors 1 protein
LOC115921004,uncharacterized LOC115921004
LOC576441,cytochrome P450 10
LOC580280,hydrocephalus-inducing protein homolog
LOC115918425,negative elongation factor D-like
LOC115917952,small nuclear ribonucleoprotein-associated protein B'-like
LOC100892326,uncharacterized LOC100892326
LOC115921023,glutathione synthetase-like
LOC115920898,carbohydrate sulfotransferase 3-like
LOC115917943,octopamine receptor beta-2R-like
LOC115921025,uncharacterized LOC115921025
LOC585694,glutathione synthetase
LOC115921035,"beta-1,3-galactosyltransferase 1-like"
LOC100893020,neurofilament heavy polypeptide
LOC115920909,zinc finger protein 177-like
LOC115921026,zinc finger protein ZFAT-like
LOC592517,CCAAT/enhancer-binding protein gamma
LOC115921044,protein shortage in chiasmata 1 ortholog-like
LOC115921048,uncharacterized LOC115921048
LOC584338,splicing regulatory glutamine/lysine-rich protein 1
LOC115921051,uncharacterized LOC115921051
LOC115921077,thyrotropin-releasing hormone receptor-like
LOC115921056,neuropeptide Y receptor type 6-like
LOC590808,cystinosin
LOC762929,cyclin-G-associated kinase
LOC583843,HAUS augmin-like complex subunit 3
LOC115918429,transcriptional regulator ATRX-like
LOC115921074,uncharacterized LOC115921074
LOC115921118,uncharacterized LOC115921118
LOC115921094,uncharacterized LOC115921094
LOC100888214,uncharacterized LOC100888214
LOC115918433,uncharacterized LOC115918433
LOC115921097,uncharacterized LOC115921097
LOC115921130,uncharacterized LOC115921130
LOC100890098,uncharacterized LOC100890098
LOC100889326,protein capicua homolog
LOC105440527,uncharacterized LOC105440527
LOC100889266,protein capicua homolog
LOC115921100,uncharacterized LOC115921100
LOC115921134,uncharacterized LOC115921134
LOC115921183,uncharacterized LOC115921183
LOC115921186,uncharacterized LOC115921186
LOC115921193,uncharacterized LOC115921193
LOC105442750,uncharacterized LOC105442750
LOC115921102,uncharacterized LOC115921102
LOC105447596,uncharacterized LOC105447596
LOC583541,transposase
LOC105436917,uncharacterized LOC105436917
LOC115921144,uncharacterized protein K02A2.6-like
LOC115921145,uncharacterized LOC115921145
LOC115921197,uncharacterized LOC115921197
LOC115921204,uncharacterized LOC115921204
LOC115921148,centrosome-associated protein CEP250-like
LOC752335,rRNA 2'-O-methyltransferase fibrillarin
LOC105446349,uncharacterized LOC105446349
LOC581224,dual specificity tyrosine-phosphorylation-regulated kinase 1A
LOC100889255,uncharacterized LOC100889255
LOC764957,uncharacterized LOC764957
LOC763910,kielin/chordin-like protein
LOC105442816,COP1-interactive protein 1-like
LOC105446333,uncharacterized LOC105446333
LOC100889147,uncharacterized LOC100889147
LOC100889642,monocarboxylate transporter 12-like
LOC115921156,uncharacterized LOC115921156
LOC765151,uncharacterized LOC765151
LOC115921108,uncharacterized LOC115921108
LOC105437477,uncharacterized LOC105437477
LOC115921116,uncharacterized LOC115921116
LOC115921237,delta-like protein 1
LOC100888475,constitutive coactivator of peroxisome proliferator-activated receptor gamma
LOC589731,mitochondrial import inner membrane translocase subunit TIM50
LOC115921243,McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin-like
LOC115921234,uncharacterized LOC115921234
LOC581904,neurexin-3
LOC100890122,nuclear export mediator factor Nemf
LOC115921284,kanadaptin-like
LOC115921235,proton channel OtopLc-like
LOC115921294,aqualysin-1-like
LOC115921300,uncharacterized LOC115921300
LOC115921288,aqualysin-1-like
LOC581433,protein-L-isoaspartate(D-aspartate) O-methyltransferase
LOC115921304,protein phosphatase 1 regulatory subunit 12A-like
LOC115921310,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
LOC100891717,organic solute transporter subunit alpha
LOC581596,bifunctional glutamate/proline--tRNA ligase
LOC588847,L-asparaginase
LOC115921332,uncharacterized LOC115921332
LOC764237,nuclear export mediator factor NEMF
LOC582372,kanadaptin
LOC586490,aqualysin-1
LOC115921353,"enoyl-CoA delta isomerase 1, mitochondrial-like"
LOC115921346,glycoprotein 3-alpha-L-fucosyltransferase A-like
LOC762434,D(2) dopamine receptor B-like
LOC589205,probable G-protein coupled receptor 101
LOC753954,protein sidekick-2
LOC105445309,uncharacterized LOC105445309
LOC115918206,"NACHT, LRR and PYD domains-containing protein 5-like"
LOC115921468,low-density lipoprotein receptor-like
LOC105445305,deleted in malignant brain tumors 1 protein-like
LOC115921474,uncharacterized LOC115921474
LOC105436718,integrator complex subunit 1-like
LOC115921375,ADP-ribosylation factor-like protein 4C
LOC594611,leucine-rich repeat-containing protein 45
LOC105446185,uncharacterized LOC105446185
LOC589177,phospholipase B-like 1
LOC115921395,mitochondrial dynamics protein MID49-like
LOC115921414,uncharacterized LOC115921414
LOC115921421,uncharacterized LOC115921421
LOC115918121,uncharacterized LOC115918121
LOC578813,probable ATP-dependent RNA helicase DDX17
LOC115921446,uncharacterized LOC115921446
LOC589921,uncharacterized LOC589921
LOC115921451,uncharacterized LOC115921451
LOC105436953,uncharacterized LOC105436953
LOC115921486,uncharacterized LOC115921486
LOC115921507,uncharacterized LOC115921507
LOC105442115,development-specific protein LVN1.2-like
LOC105442116,chloride transport protein 6-like
LOC100891071,uncharacterized LOC100891071
LOC579986,60S ribosome subunit biogenesis protein NIP7 homolog
LOC100891226,uncharacterized LOC100891226
LOC593931,peroxisomal membrane protein PEX14
LOC593925,leucine-rich repeat-containing protein 34
LOC756509,something about silencing protein 10
LOC590177,protein DDI1 homolog 2
LOC115921605,dnaJ homolog subfamily C member 16-like
LOC115921616,uncharacterized LOC115921616
LOC115921620,uncharacterized LOC115921620
LOC115921518,cationic amino acid transporter 4-like
LOC581489,cationic amino acid transporter 4
LOC753069,cationic amino acid transporter 4
LOC576809,cationic amino acid transporter 4
LOC754229,probable cation-transporting ATPase 13A3
LOC100888779,opsin Rh1-like
plod1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
LOC105444169,uncharacterized LOC105444169
LOC576239,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1
LOC115921748,U4 spliceosomal RNA
LOC115921749,U4 spliceosomal RNA
LOC115921751,U4 spliceosomal RNA
LOC115921742,U4 spliceosomal RNA
LOC115921754,U4 spliceosomal RNA
LOC115921741,U4 spliceosomal RNA
LOC115921740,U4 spliceosomal RNA
LOC583489,transmembrane protein 222
VAMP,vesicle-associated membrane protein
LOC578488,sigma non-opioid intracellular receptor 1
LOC752404,exosome component 10
LOC115921743,small nucleolar RNA SNORD35
LOC115921738,U4 spliceosomal RNA
LOC115917921,photoreceptor-specific nuclear receptor-like
LOC578659,uncharacterized LOC578659
LOC756648,mitochondrial 2-oxoglutarate/malate carrier protein
LOC754443,cytochrome b5 domain-containing protein 1
LOC574793,pre-mRNA 3' end processing protein WDR33
LOC574857,RNA polymerase II subunit A C-terminal domain phosphatase SSU72
LOC115918455,uncharacterized LOC115918455
LOC575002,uncharacterized LOC575002
LOC100889306,golgin subfamily A member 6-like protein 2
LOC575062,uncharacterized LOC575062
LOC105443016,uncharacterized LOC105443016
LOC100892128,uncharacterized LOC100892128
LOC100893798,uncharacterized LOC100893798
LOC115921531,cytochrome P450 2D17-like
LOC115921668,probable cation-transporting ATPase 13A3
LOC115921744,U4atac minor spliceosomal RNA
LOC115921677,uncharacterized LOC115921677
LOC100894105,mucin-17
LOC115921538,cell wall protein DAN4-like
LOC105444240,uncharacterized LOC105444240
LOC115921679,uncharacterized LOC115921679
LOC586019,calsyntenin-1
LOC115921539,calsyntenin-1-like
LOC105444241,uncharacterized LOC105444241
LOC100887929,2-phosphoxylose phosphatase 1
LOC100893731,solute carrier family 25 member 36
LOC115921684,EF-hand domain-containing protein D2-like
LOC575530,forkhead-associated domain-containing protein 1
LOC105442113,uncharacterized LOC105442113
LOC115921690,uncharacterized LOC115921690
LOC105439574,zinc finger protein 91-like
LOC754330,"39S ribosomal protein L20, mitochondrial"
LOC590010,ubiquitin-conjugating enzyme E2 J2
LOC753784,"beta-1,3-galactosyltransferase 6"
LOC115921698,"beta-1,3-galactosyltransferase 6-like"
LOC754045,endochitinase A1
LOC115918451,7SK snRNA methylphosphate capping enzyme-like
LOC100894080,myb-like protein X
LOC105444408,uncharacterized LOC105444408
LOC575944,multiple epidermal growth factor-like domains protein 6
LOC115921547,cytochrome P450 2J2-like
LOC115921551,uncharacterized LOC115921551
LOC105436970,uncharacterized LOC105436970
LOC585134,cyclin-L1
LOC580300,alkaline phosphatase
LOC100893168,integrin-linked kinase-associated serine/threonine phosphatase 2C
LOC115921714,uncharacterized LOC115921714
LOC115918452,uncharacterized LOC115918452
LOC115921499,uncharacterized LOC115921499
LOC115918460,acetyl-coenzyme A transporter 1-like
LOC115921719,zinc finger MYND domain-containing protein 12-like
LOC115921502,uncharacterized LOC115921502
LOC115917973,guanine nucleotide-binding protein subunit beta
LOC586121,caspase-7-like
LOC115921557,caspase-7-like
LOC115921560,caspase-2-like
LOC115921561,uncharacterized LOC115921561
LOC100892661,protein sidekick-2
LOC115921807,uncharacterized LOC115921807
LOC115921813,uncharacterized LOC115921813
LOC115918469,vasculin-like
LOC105443151,ceramide glucosyltransferase-B-like
LOC115921826,calreticulin-like
LOC588499,BRISC and BRCA1-A complex member 1
LOC115918470,membralin-like
LOC115918471,dual specificity protein phosphatase CDC14AB-like
LOC574859,uncharacterized protein C3orf26 homolog
LOC115921790,P-selectin-like
LOC115921869,uncharacterized LOC115921869
LOC105443149,uncharacterized LOC105443149
LOC115921759,uncharacterized LOC115921759
LOC115921761,uncharacterized LOC115921761
LOC115921763,uncharacterized LOC115921763
LOC115921796,scavenger receptor cysteine-rich domain superfamily protein-like
LOC115917975,uncharacterized LOC115917975
LOC115921895,uncharacterized LOC115921895
LOC115921956,uncharacterized LOC115921956
LOC753102,uncharacterized LOC753102
LOC753119,uncharacterized LOC753119
LOC115921771,uncharacterized LOC115921771
LOC115921973,regulatory protein zeste-like
LOC115917940,leptin receptor gene-related protein-like
LOC575609,transitional endoplasmic reticulum ATPase
LOC579014,EF-hand calcium-binding domain-containing protein 14
LOC579084,E3 ubiquitin-protein ligase Rnf220
LOC583567,peptidylprolyl isomerase domain and WD repeat-containing protein 1
LOC579197,spindle assembly abnormal protein 6 homolog
LOC764654,ribosomal protein S6 kinase 2 alpha-like
LOC585298,"cytochrome c oxidase subunit 6A, mitochondrial"
LOC105442604,apoptosis-inducing factor 3
LOC115922108,uncharacterized LOC115922108
LOC115922122,"ribosomal protein 63, mitochondrial-like"
LOC105442606,uncharacterized LOC105442606
LOC115922127,calcium-responsive transcription factor-like
LOC578029,protein yippee-like 2
